cases,exceedance_fraction,false_safe_fraction,ratio_p05,ratio_p50,ratio_p95,settlement_p50_mm,settlement_p95_mm,max_ratio
1000,0.667,0.392,0.6973601316376572,1.1332464265817346,1.8112864981796992,16.921011437731885,25.70226911877467,2.721409520071528
