time_step_days,max_THM_settlement_mm,peak_pore_pressure_kPa,peak_thermal_force_kN,final_THM_settlement_mm
10.0,16.694455215532823,91.29470240186046,430.266287331567,11.702104472222738
5.0,16.759823071051816,91.19781747213536,430.26827680650877,11.591892751385263
2.0,16.76957714197395,91.21486980531583,430.26827680650877,11.570382493317544
1.0,16.77792824203569,91.19493648291628,430.26827680650877,11.54905656955181
0.5,16.781409453521217,91.18751359339984,430.26827680650877,11.538461538461535
