scenario,civil_use,service_load_kN,head_stiffness_kN_per_m,allowable_settlement_mm,thermal_amplitude_C,serviceability_basis,head_restraint_ratio,initial_mechanical_settlement_mm,peak_abs_thermal_force_kN,peak_abs_pore_pressure_kPa,max_TM_settlement_mm,max_THM_settlement_mm,final_THM_settlement_mm,max_TM_serviceability_ratio,max_THM_serviceability_ratio,max_error_if_pore_pressure_ignored_percent,case_id,decision_class,tm_thm_decision_gap,thermal_drainage_ratio,thermal_pore_pressure_ratio,service_margin_index,thermal_factor,load_factor,head_stiffness_factor,vertical_stiffness_factor,serviceability_limit_factor,cv_factor,mv_factor,lambda_factor
Bridge abutment retrofit matrix 276,bridge abutment or approach foundation,4247.812364791793,718812.6783032531,15.469273650034054,7.164624093746098,stricter screening limit for bridge approach compatibility and differential-settlement control,0.48806026616599163,9.61321805507032,527.2999385171302,104.49934364406049,10.346788781398928,14.502090396082986,9.632273451652338,0.6688606728071004,0.9374771384984233,29.804642817521277,276,Safe-Safe,0.2686164656913229,2.1022974798821923,1.6062652896140954,0.06252286150157671,0.8955780117182622,1.0113838963789983,1.3069321423695512,1.2274223598688567,1.0312849100022703,1.2010609054464823,0.7819583636924482,1.4337404317548796
Bridge abutment retrofit matrix 277,bridge abutment or approach foundation,5314.10394754058,833864.2850074226,12.983043892286483,5.491169458772226,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5251542095050368,15.146618699795978,434.85308597688896,38.47482320636515,15.668110138865128,17.038299971273265,15.160140374062452,1.2068133073303329,1.3123501786353893,8.761418284216418,277,Unsafe-Unsafe,0.1055368713050564,2.16875988288964,1.6051952101117126,-0.3123501786353893,0.6863961823465282,1.265262844652519,1.5161168818316775,0.974567337228752,0.8655362594857655,1.1642539751062202,0.7437284052641968,0.6892100238581468
Bridge abutment retrofit matrix 278,bridge abutment or approach foundation,4444.504451553337,797931.3641273654,16.70665157781875,7.021104657368485,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5141596565806916,9.595192302112377,544.3701494173501,46.90164455281225,10.277419087385676,12.697560428962753,9.612896961173808,0.6151692958648218,0.7600302412376382,19.87242152347868,278,Safe-Safe,0.14486094537281635,1.2750803539776947,1.6260472954721532,0.23996975876236182,0.8776380821710607,1.0582153456079375,1.4507842984133916,1.2866699603343372,1.1137767718545832,1.9802574063887852,0.7640739090057534,0.6486599804844071
Bridge abutment retrofit matrix 279,bridge abutment or approach foundation,4625.868392043936,489252.8214691759,13.516172193380823,10.809148381508312,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3935320341803171,9.850751292978583,641.4494367515335,149.606699369119,11.161830981441751,18.069066692036234,9.884861195789329,0.8258130202653051,1.3368479206624095,41.41196282886659,279,False Safe,0.5110349003971044,4.427089107144473,1.5861775180690263,-0.33684792066240954,1.351143547688539,1.1013972362009372,0.8895505844894107,1.3044319199798728,0.9010781462253882,0.5703493319414598,1.5297398182911335,1.377765884301949
Bridge abutment retrofit matrix 280,bridge abutment or approach foundation,5764.717421466195,502614.7875837965,16.529602666564358,7.670149040113468,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3999808831360611,21.552034423140764,462.6301118753863,51.09536913856432,22.47248110179774,26.594391035618415,21.575877392869238,1.3595294185294895,1.608894755190507,16.165869175811938,280,Unsafe-Unsafe,0.24936533666101757,1.8512863435643647,1.6108456693626285,-0.6088947551905071,0.9587686300141836,1.3725517670157608,0.9138450683341754,0.7429973261050327,1.1019735111042905,1.3639096531353938,1.477043944968564,0.6529673380659311
Bridge abutment retrofit matrix 281,bridge abutment or approach foundation,5605.537744141473,441566.54996425187,15.57395454146219,10.376872033475202,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3693421421442924,18.902198588098475,577.944564860496,150.02968285969573,20.21104900918967,26.376336923371632,18.936182340877362,1.2977467575998278,1.6936184610755414,25.552558084564875,281,Unsafe-Unsafe,0.39587170347571354,4.689110998754212,1.5850958030107376,-0.6936184610755414,1.2971090041844002,1.3346518438432078,0.8028482726622761,0.8237633366086207,1.0382636360974793,0.538478896186504,1.4382503883608924,1.440200203177469
Bridge abutment retrofit matrix 282,bridge abutment or approach foundation,3499.89773139166,373493.8439409177,17.453940067875305,6.742584406591893,stricter screening limit for bridge approach compatibility and differential-settlement control,0.331265425759709,8.904569376643028,336.8165024329147,41.27217254520707,9.806368717909267,10.447498904546592,8.927952981978187,0.5618426945305199,0.5985753854956591,8.333407560436198,282,Safe-Safe,0.0367326909651392,4.29391627313567,1.586773337463772,0.40142461450434086,0.8428230508239867,0.8333089836646809,0.679079716256214,1.091792059956944,1.1635960045250202,0.5880383207521813,0.6193248715474727,0.609093125679413
Bridge abutment retrofit matrix 283,bridge abutment or approach foundation,4816.078608334644,337553.7814912585,16.277473080479112,9.583787018808108,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3092465807959747,16.62684398740888,446.9232202667915,98.33291180836085,17.950849952598652,19.11880264173676,16.661191431588033,1.1028032338831726,1.174555936735975,8.413196279932826,283,Unsafe-Unsafe,0.07175270285280244,6.357593731820954,1.5801708652193969,-0.17455593673597503,1.1979733773510135,1.14668538293682,0.6137341481659245,0.8046022531030991,1.085164872031941,0.39716084751800473,0.6457553399233583,1.0252395454724217
Bridge abutment retrofit matrix 284,bridge abutment or approach foundation,3405.441032641511,698181.4619752195,15.852968740667366,6.133475876716292,stricter screening limit for bridge approach compatibility and differential-settlement control,0.48078702320853045,12.334343249547652,444.6827244461368,65.51536927193082,12.971258935031607,17.87308810195565,12.350870334742668,0.8182227030926166,1.1274284579963942,27.981234682864415,284,False Safe,0.30920575490377766,1.3708389740806328,1.6228812455901678,-0.12742845799639424,0.7666844845895365,0.8108192934860741,1.2694208399549447,0.7669284235584343,1.0568645827111578,1.8419284558192348,1.136236295405574,1.0392438042500465
Bridge abutment retrofit matrix 285,bridge abutment or approach foundation,5691.193557784646,569331.7161535813,14.118116869401959,7.61607025994564,stricter screening limit for bridge approach compatibility and differential-settlement control,0.430231778979112,18.78272609813936,494.110732488435,50.5150734931468,19.650604557162616,22.637383750910292,18.805232839513785,1.3918715037521157,1.6034279897464263,14.365428973436579,285,Unsafe-Unsafe,0.21155648599431065,2.928415670924751,1.5959190134934906,-0.6034279897464263,0.952008782493205,1.3550460851868205,1.0351485748246931,0.8416707410439364,0.9412077912934639,0.8622366489070895,1.4907061528762395,0.6562160558641827
Bridge abutment retrofit matrix 286,bridge abutment or approach foundation,5657.0313587513265,679256.9797563301,17.219872636318623,8.950501714963693,stricter screening limit for bridge approach compatibility and differential-settlement control,0.47393133810503907,17.65740239004966,639.6665870904974,98.01291316466614,18.599117537857147,22.78661327361039,17.681889797541263,1.080096115149513,1.3232742050339497,20.191138800237464,286,Unsafe-Unsafe,0.24317808988443668,4.4947477067805215,1.5858871638432697,-0.32327420503394966,1.1188127143704616,1.3469122282741253,1.2350126904660548,0.8899370161823258,1.1479915090879083,0.5617639697320744,1.4524643824658128,1.0902630339293933
Bridge abutment retrofit matrix 287,bridge abutment or approach foundation,5433.468446082331,761837.3183905232,14.049249524785758,8.77947654846082,stricter screening limit for bridge approach compatibility and differential-settlement control,0.502591034500695,12.24666154921206,665.3868585924645,139.25137933966113,13.120059113928603,18.52603315858344,12.269359844784557,0.9338619184449766,1.318649307630256,30.24273389903298,287,False Safe,0.3847873891852793,2.0952054277696552,1.6063826910344556,-0.3186493076302559,1.0974345685576026,1.2936829633529359,1.3851587607100422,1.2324148785474782,0.9366166349857172,1.2051263714952338,0.7593350917779322,1.5590122241333153
Bridge abutment retrofit matrix 288,bridge abutment or approach foundation,4725.6289468375935,383039.43491802516,14.075529523798824,6.325435356787051,stricter screening limit for bridge approach compatibility and differential-settlement control,0.336879625450342,14.480354168482604,321.33351625190005,69.43071526530322,15.319258696212676,24.21526106186733,14.502045108574464,1.0883610929387035,1.7203801122312525,37.65974021962823,288,Unsafe-Unsafe,0.632019019292549,0.8639319567540034,1.6443369606743115,-0.7203801122312525,0.7906794195983814,1.1251497492470461,0.6964353362145912,0.9065211335175805,0.9383686349199216,2.9226691928287245,1.4775850037740854,1.0539937910674597
Bridge abutment retrofit matrix 289,bridge abutment or approach foundation,2812.589377408108,289066.3599781333,16.96790129068674,8.452599032581764,stricter screening limit for bridge approach compatibility and differential-settlement control,0.27713604222657584,9.53914979216684,353.24346596964324,132.96438424363163,10.761164923904635,13.96785972694476,9.570875524015305,0.6342071856471238,0.823193127285068,26.878243694691832,289,Safe-Safe,0.18898594163794424,5.056235941295496,1.5837542764702808,0.176806872714932,1.0565748790727205,0.6696641374781209,0.5255751999602424,0.8190193508643282,1.131193419379116,0.4993808327026404,0.9504835256838425,1.5682847237301538
Bridge abutment retrofit matrix 290,bridge abutment or approach foundation,5123.428196965343,819309.9539175779,14.44085526123317,9.790556003504578,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5207614699414721,13.741637293030271,768.8419282564529,75.97150519840385,14.68003908417194,21.30097639508234,13.766039851793877,1.0165629956544793,1.4750495043230116,31.753419424207717,290,Unsafe-Unsafe,0.45848650866853236,1.4098455781403654,1.6216957014059934,-0.47504950432301163,1.2238195004380723,1.2198638564203197,1.4896544616683234,1.0356658881390144,0.9627236840822113,1.7909672902160738,1.3437000883714079,0.7555125158311436
Bridge abutment retrofit matrix 291,bridge abutment or approach foundation,5285.078686105509,674041.9434577337,12.374382117665242,7.581118875430368,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4720101751407517,11.939639010671218,539.6044549440395,87.41485149283939,12.740189273427792,16.470748678980947,11.96041774839761,1.0295616502128486,1.3310360486983728,23.90222950019133,291,Unsafe-Unsafe,0.30147439848552415,2.458450754696647,1.6010919276985989,-0.3310360486983728,0.947639859428796,1.2583520681203595,1.2255308062867887,1.229582746593068,0.8249588078443495,1.0270644266033822,0.9350089203861107,1.1371121587095143
Bridge abutment retrofit matrix 292,bridge abutment or approach foundation,5305.069409735979,620060.826023694,12.59492920947729,11.078692135922754,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4512673894817221,14.942630053707829,753.8992369119649,145.45037908294773,16.15847728235239,21.015512310506583,14.974315202526956,1.2829351410878627,1.6685693076141364,26.11905668802013,292,Unsafe-Unsafe,0.3856341665262737,6.36419779168849,1.5801561935749655,-0.6685693076141364,1.3848365169903443,1.2631117642228522,1.12738332004308,0.9861921136350855,0.839661947298486,0.3967487179613973,1.5177030953913202,1.3118796626738751
Bridge abutment retrofit matrix 293,bridge abutment or approach foundation,4858.418634269152,298230.98201341275,14.737491448717414,6.946033761604676,stricter screening limit for bridge approach compatibility and differential-settlement control,0.28343208074527354,15.638804992752029,296.8771375901528,103.57424063213404,16.634265409325383,20.002975516144314,15.664559755672139,1.1287039905813172,1.3572849616740676,18.01107529351271,293,Unsafe-Unsafe,0.22858097109275044,2.1858147505425953,1.6049291159234234,-0.35728496167406765,0.8682542202005845,1.1567663414926552,0.5422381491152959,0.8629564294502677,0.9824994299144942,1.1551698578657565,0.6716791794124655,1.4669883531476742
Bridge abutment retrofit matrix 294,bridge abutment or approach foundation,5126.214180810872,580327.2576742345,15.145130118305172,5.530644003492189,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4349270240905646,11.001043367855424,362.7295666578941,59.28839159858502,11.626086499745519,15.91208907823242,11.017227100927805,0.7676452040312048,1.050640631934899,27.69217705121584,294,False Safe,0.28299542790369425,1.8718441290031604,1.6104347644379051,-0.050640631934899094,0.6913305004365237,1.2205271859073503,1.055140468498608,1.2943757568662,1.0096753412203447,1.3489303278953206,1.316346182240777,1.0510381515822158
Bridge abutment retrofit matrix 295,bridge abutment or approach foundation,4293.0128272388665,589766.9093795582,16.668882093758462,10.38427167262288,stricter screening limit for bridge approach compatibility and differential-settlement control,0.438896583509893,13.71782594880879,687.2727122316658,69.43305317809293,14.883155337930816,16.45907182239874,13.74820949435716,0.892870634888209,0.9874130568457087,12.347033170089167,295,Safe-Safe,0.09454242195749973,5.978545323824972,1.581063857748411,0.012586943154291319,1.29803395907786,1.0221459112473492,1.0723034715991966,0.8693094427440671,1.1112588062505642,0.4223414188469713,1.100269657552304,0.6677416470484652
Bridge abutment retrofit matrix 296,bridge abutment or approach foundation,2994.2306401849924,283264.1225512585,17.263048330791325,7.694325775959928,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2730924239749715,7.280605659258354,316.8626730723628,82.1540064108749,8.399217752517798,12.943508900318418,7.309565981655254,0.48654314067675347,0.7497811888316191,36.76383001538976,296,Safe-Safe,0.2632380481548657,1.1888103026168901,1.6293054054373348,0.25021881116838085,0.961790721994991,0.712912057186903,0.5150256773659245,1.1423922298649054,1.1508698887194215,2.12396150096192,0.7874712225364687,1.034721165279323
Bridge abutment retrofit matrix 297,bridge abutment or approach foundation,5228.853994799035,833927.1495166805,17.619060152438255,7.948309191217443,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5251730084036695,13.83462961556397,629.4598140868818,128.78733410523068,14.589443527608562,28.90173995389351,13.854218660360447,0.8280489084765152,1.6403678575269451,50.0752795272829,297,False Safe,0.8123189490504299,1.1811928448372786,1.629606836221899,-0.6403678575269451,0.9935386489021804,1.244965236856913,1.516231180939419,1.049872301146186,1.1746040101625503,2.1376588300050248,1.5370003417989468,1.5699405839014087
Bridge abutment retrofit matrix 298,bridge abutment or approach foundation,5754.332525187676,840159.0465356125,13.148001138905792,6.068222121981607,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5270292258821679,16.60947280519586,482.2664249354074,88.73971219309978,17.18349081633795,25.033302207961004,16.62434035186619,1.3069279987732036,1.9039625828663667,31.88758748910906,298,Unsafe-Unsafe,0.597034584093163,1.0391830605357533,1.635664907356778,-0.9039625828663667,0.7585277652477008,1.3700791726637322,1.5275619027920229,0.9623578786564455,0.8765334092603861,2.4297810564804636,1.1374439539580259,1.411659204079149
Bridge abutment retrofit matrix 299,bridge abutment or approach foundation,4348.330114753043,277161.0482808765,17.558556313972183,9.327502645507831,stricter screening limit for bridge approach compatibility and differential-settlement control,0.26879004331836726,10.076826374386185,378.06756244458535,92.19722512802974,11.440898147059846,20.718500152117873,10.112136497525594,0.6515853548822677,1.1799660394420453,45.88133316008538,299,False Safe,0.5283806845597776,1.403756768529582,1.6218778969139958,-0.17996603944204526,1.165937830688479,1.0353166939888196,0.5039291786925026,1.1986606015069556,1.170570420931479,1.7987356294994445,1.5530129741942427,0.962281126351171
Bridge abutment retrofit matrix 300,bridge abutment or approach foundation,5033.403860806569,991429.0379286838,15.987387123360259,7.259345803493685,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5680203011452616,11.724912978882317,621.8021245545481,93.02660506070957,12.352090619204041,15.785174076544978,11.741250514380742,0.7726147195845131,0.9873517138695032,23.381071365249735,300,Safe-Safe,0.21473699428499005,4.276039464442172,1.5868558869628646,0.012648286130496844,0.9074182254367106,1.198429490668231,1.8025982507794251,1.1924760052643195,1.0658258082240173,0.5904967285035475,1.1878810390589196,1.2750871046452947
Bridge abutment retrofit matrix 301,bridge abutment or approach foundation,2980.659095054285,661337.7051954835,14.893381336204088,9.228763734364493,stricter screening limit for bridge approach compatibility and differential-settlement control,0.46727081668494796,6.815679274110825,650.2839646878119,69.20373268327462,7.798965059238705,8.918491382556613,6.8414073427052,0.52365308341903,0.5988224689363719,16.743697114921865,301,Safe-Safe,0.07516938551734187,7.0784241067527285,1.578722414781568,0.4011775310636281,1.1535954667955617,0.7096807369176868,1.2024321912645155,1.2147884699948963,0.9928920890802726,0.3567160255764214,0.9131249642684754,0.7499768720961962
Bridge abutment retrofit matrix 302,bridge abutment or approach foundation,3760.475704955803,553124.200694142,14.79906617577517,7.325420345152638,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4231669164819447,8.062615729109664,467.4499484620053,101.9594890353147,8.90772420180961,12.547582322686129,8.08458510631231,0.6019112352096113,0.847863113364914,32.34254416966012,302,Safe-Safe,0.24595187815530273,5.397161271645209,1.582660225210095,0.15213688663508595,0.9156775431440798,0.8953513583228102,1.00568036489844,1.2955802679998185,0.9866044117183447,0.4678361804696408,1.4084420822578365,1.3885933012814464
Bridge abutment retrofit matrix 303,bridge abutment or approach foundation,3473.784635168155,956444.3738452607,17.22901260986185,9.208586682246509,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5591846898651925,11.694031444846802,776.4958014078536,84.75405800880361,12.505888174460939,15.744375065592129,11.715288308848674,0.7258621522688186,0.9138292148315036,22.14471941800312,303,Safe-Safe,0.18796706256268503,2.934866258542585,1.595857974673475,0.08617078516849641,1.1510733352808136,0.8270915798019417,1.7389897706277468,0.8251561328414403,1.1486008406574568,0.8603415257358399,0.9482567103407554,0.9106278668293928
Bridge abutment retrofit matrix 304,bridge abutment or approach foundation,2767.584727402199,498370.7169331974,16.78478899533979,9.645832606607216,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3979474918976212,9.64570510300628,578.8370904349079,113.71659021838276,10.80716397442006,14.232447528192784,9.676019806060951,0.6438665375787931,0.8479372324635328,27.75309834238157,304,Safe-Safe,0.20407069488473972,4.980413851971098,1.5840163903287114,0.1520627675364672,1.205729075825902,0.6589487446195712,0.9061285762421771,0.7970112367937682,1.1189859330226528,0.5069834334562078,1.1529404840600317,1.1751467145158658
Bridge abutment retrofit matrix 305,bridge abutment or approach foundation,3089.3548116721554,517683.75584430405,17.54013974728769,6.213906972616986,stricter screening limit for bridge approach compatibility and differential-settlement control,0.407090980504067,10.798777308686708,381.4583154312032,65.81568299290682,11.535633180876617,14.520012005141131,10.817917138324717,0.6576705400913595,0.8278162098102112,22.638387521569918,305,Safe-Safe,0.1701456697188517,4.292242841928832,1.5867810383252454,0.1721837901897888,0.7767383715771232,0.7355606694457513,0.9412431924441892,0.7946771100308401,1.1693426498191792,0.588267581237434,1.500206035528414,1.053938566733269
Bridge abutment retrofit matrix 306,bridge abutment or approach foundation,4534.864824060528,1001727.6017951901,12.19362623631325,6.3468614962335135,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5705541882487782,12.880524077830895,546.0680635734132,100.69586326429375,13.425650380225685,22.755005326718504,12.894679921671495,1.1010383720179484,1.8661393162070952,41.41439088072513,306,Unsafe-Unsafe,0.7651009441891468,1.3379013843203549,1.6239170365371052,-0.8661393162070952,0.7933576870291892,1.0797297200144114,1.821322912354891,0.9779762575951645,0.8129084157542167,1.887274611041561,1.3769193409921894,1.5426110008564513
Bridge abutment retrofit matrix 307,bridge abutment or approach foundation,3024.3306009390076,603794.7281678099,12.558436899329203,5.3002683748728705,stricter screening limit for bridge approach compatibility and differential-settlement control,0.44469360117237927,7.215492216842089,355.4263320099908,69.4048800294861,7.8041464654283885,9.767866667240387,7.2307846211739,0.621426577844671,0.7777931876029992,22.882215377930148,307,Safe-Safe,0.15636660975832817,5.219579781698879,1.5832135705455084,0.2222068123970008,0.6625335468591088,0.7200787145092875,1.0978085966687452,1.1642890163934525,0.8372291266219469,0.48375298784748644,1.1145219615160271,1.3059311993933629
Bridge abutment retrofit matrix 308,bridge abutment or approach foundation,5626.65868559826,969148.7111068339,16.691202640001816,8.69732874767458,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5624347425536551,11.870818853481495,737.6475174899101,99.21238075298851,12.631948192081623,16.043862751808806,11.89065463783312,0.7568027579875005,0.9612167018665505,23.039308634235525,308,Safe-Safe,0.20441394387905,3.618088511009671,1.59049134480756,0.038783298133449495,1.0871660934593226,1.339680639428157,1.7620885656487888,1.3166410550870538,1.1127468426667877,0.6978788128100647,0.9897476332220726,1.1324429406565666
Bridge abutment retrofit matrix 309,bridge abutment or approach foundation,4296.878356664745,852637.1628938358,14.083786251434097,9.577715803465622,stricter screening limit for bridge approach compatibility and differential-settlement control,0.530702643714904,10.8163789746807,766.4856991963071,87.59288546125251,11.71533779626768,17.096959710061444,10.839760826966131,0.8318315534698457,1.2139462645082766,32.59204541288682,309,False Safe,0.38211471103843087,1.0631954356470175,1.6345802686393949,-0.21394626450827658,1.1972144754332028,1.023066275396368,1.5502493870797014,1.1034906636405064,0.9389190834289398,2.3749042086213987,0.8105697962876174,0.8834221587146824
Bridge abutment retrofit matrix 310,bridge abutment or approach foundation,3252.8245420791422,808671.241411518,16.474940016926038,6.123964495517649,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5174987626208741,7.865668557816486,477.8953875528998,90.37636533017339,8.456632305604455,13.66276403671991,7.881034978280221,0.5133027675315524,0.8293058440688129,39.02757261421511,310,Safe-Safe,0.31600307653726056,2.0010627979286872,1.608003594652902,0.17069415593118709,0.7654955619397061,0.7744820338283672,1.4703113480209418,1.1487419869756008,1.0983293344617358,1.26182312585032,1.0820549916436242,1.4491149790875066
Bridge abutment retrofit matrix 311,bridge abutment or approach foundation,4589.153275922428,461131.1898180897,13.221941104136663,9.815468496284296,stricter screening limit for bridge approach compatibility and differential-settlement control,0.379496415473043,12.585740904758588,561.7066567073113,150.73896553191764,13.803846877874172,15.766913491556116,12.617414400553457,1.044010616077805,1.192480995594756,16.032547479623148,311,Unsafe-Unsafe,0.14847037951695086,7.453831098685154,1.5780733989227789,-0.19248099559475595,1.226933562035537,1.0926555418862924,0.8384203451237995,1.0128643267917272,0.8814627402757775,0.3387502723466015,0.7528262909284609,1.5365792058501526
Bridge abutment retrofit matrix 312,bridge abutment or approach foundation,2787.823092419694,538164.0005289643,17.54243563732851,5.508526433893445,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4164884631137299,9.707179274785148,345.9626959074029,79.14729116618703,10.350036648313207,13.566038821467144,9.723858997957253,0.5899999784687474,0.7733269827480512,24.820385939520914,312,Safe-Safe,0.18332700427930382,2.164434683700411,1.6052632323555245,0.22667301725194877,0.6885658042366807,0.66376740295707,0.9784800009617534,0.7977552299476358,1.169495709155234,1.166580508859864,0.8165547433890682,1.4132598238903846
Bridge abutment retrofit matrix 313,bridge abutment or approach foundation,4482.316368981458,493002.34656347503,16.879818895652374,8.498196813339687,stricter screening limit for bridge approach compatibility and differential-settlement control,0.39535560673041525,15.659840081939093,506.647082410812,68.27142412949608,16.687516899184384,19.78149414288142,15.686517083730154,0.988607579402554,1.1719020366964015,17.228128966481297,313,False Safe,0.18329445729384752,2.896575114439501,1.5962237515663102,-0.17190203669640147,1.062274601667461,1.0672181830908234,0.8963679028426819,0.7950833940562523,1.1253212597101583,0.8717147717378492,1.1450442595484378,0.7946686172817662
Bridge abutment retrofit matrix 314,bridge abutment or approach foundation,5653.397223885469,295503.52070045297,14.516777477976829,6.25889893533848,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2815698246224124,13.090386136824073,265.75100053929503,93.77981621389661,13.98970198899858,19.437377856898458,13.113633049584763,0.9636919771087028,1.338959551208014,28.755602908979927,314,False Safe,0.3752675740993111,1.4667319170731914,1.6200428626893792,-0.3389595512080139,0.78236236691731,1.3460469580679688,0.5372791285462781,1.1996499578636293,0.9677851651984553,1.7215056721092437,0.9229129866351385,1.4603353123446419
Bridge abutment retrofit matrix 315,bridge abutment or approach foundation,5574.318178939539,970286.836909879,15.766000196596968,8.183815091643927,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5627235630849695,16.146346394691342,694.4512566423086,130.31747737618474,16.86206388175317,21.258826859116418,16.165004285705344,1.0695207199980108,1.3483969677803922,22.35600382586723,315,Unsafe-Unsafe,0.2788762477823814,5.79717620320544,1.5815297554166852,-0.3483969677803922,1.022976886455491,1.3272186140332236,1.7641578852906892,0.9589920087935127,1.0510666797731312,0.43555469528578744,1.3677907972066645,1.5897804162096278
Bridge abutment retrofit matrix 316,bridge abutment or approach foundation,4568.0597821239035,630008.5049441337,13.558165857888648,6.747500744729061,stricter screening limit for bridge approach compatibility and differential-settlement control,0.45521150244268643,11.226463769485381,463.1770449796493,84.27251180977414,11.961655503160028,15.42338010711858,11.245550025528555,0.8822473208055859,1.1375712813060685,24.272119541504015,316,False Safe,0.25532396050048267,3.664325384784978,1.59019283507835,-0.13757128130606855,0.8434375930911326,1.0876332814580723,1.145470008989334,1.13028066636925,0.9038777238592431,0.6890728987085654,1.1898998497866984,1.2401118540761786
Bridge abutment retrofit matrix 317,bridge abutment or approach foundation,4813.9682550167,842830.1413101497,13.815120462914008,8.35909044019647,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5278203957030717,13.0066426978697,665.3283832317992,66.86599976248921,13.796040644883755,19.385901939019533,13.02715827694293,0.9986189177226886,1.4032379949968592,29.475371743877517,317,False Safe,0.40461907727417057,1.4494188767471585,1.6205366166905408,-0.4032379949968592,1.0448863050245587,1.146182917861119,1.5324184387457267,1.0281003601262315,0.9210080308609339,1.7420687388671505,1.311242293939491,0.7793905282618135
Bridge abutment retrofit matrix 318,bridge abutment or approach foundation,5215.297925837911,511605.40288963146,16.34506191326691,8.055564393615924,stricter screening limit for bridge approach compatibility and differential-settlement control,0.40424336238793745,14.563144507150673,491.0545395859601,111.18729120256415,15.52297514383356,19.627546900294902,14.588036824038603,0.9497042731440448,1.2008242614464295,22.287469500848324,318,False Safe,0.2511199883023847,2.647300656052288,1.5988255646254712,-0.2008242614464295,1.0069455492019905,1.2417376013899788,0.9301916416175118,0.9947672136172123,1.0896707942177941,0.9537969587747844,0.8541123199127703,1.363093811775264
Bridge abutment retrofit matrix 319,bridge abutment or approach foundation,4048.0884651611846,508579.81918452005,14.012588525152081,6.4590746977297115,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4028157006216589,12.267580684731549,392.34448826822154,78.16009025832761,13.039031838450791,15.750909724413647,12.287601941410637,0.9305227092800312,1.1240542527985706,19.725869060931952,319,False Safe,0.1935315435185394,5.963452843594307,1.5811016148501915,-0.12405425279857063,0.8073843372162139,0.9638305869431392,0.924690580335491,0.9166184001543707,0.9341725683434721,0.423410292816753,1.5168094449464027,1.2084331117316403
Bridge abutment retrofit matrix 320,bridge abutment or approach foundation,5295.108237616324,438481.69033957546,12.663308493554696,5.913421566020454,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3677106538297987,15.654014572342746,327.89584460089617,84.78909298633353,16.401812831255135,22.428280419969724,15.673367329250645,1.2952233485903974,1.7711232756735849,27.65384127036234,320,Unsafe-Unsafe,0.4758999270831874,2.210592831801404,1.6045484702964423,-0.7711232756735849,0.7391776957525568,1.2607400565753153,0.7972394369810463,0.9396077872168108,0.8442205662369797,1.1422217960634393,1.4257139201060869,1.4109640926985878
Bridge abutment retrofit matrix 321,bridge abutment or approach foundation,3086.8477863417834,940668.9564479314,14.223780837998193,6.06694467943305,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5550811637000652,11.709810753947146,507.8288667770767,80.74539801725305,12.249670035255518,14.752506694678766,11.723882753004249,0.8612105441424599,1.0371719631160308,18.083633964792796,321,False Safe,0.17596141897357087,2.8615501835183412,1.5965657300108878,-0.03717196311603077,0.7583680849291312,0.7349637586528056,1.7103071935416934,0.7322558292748166,0.9482520558665463,0.8823844254936793,0.7506129383423563,1.3162203330160958
Bridge abutment retrofit matrix 322,bridge abutment or approach foundation,4801.7759926444805,732045.1030455818,16.78543578062936,9.803978570586745,stricter screening limit for bridge approach compatibility and differential-settlement control,0.49261886601045324,14.406357742736077,728.2898419270449,115.31008129595855,15.401227920676051,17.468423870215812,14.432293739038784,0.9175351847849726,1.0406893272544422,13.999242536792709,322,False Safe,0.12315414246946954,4.2903035469453,1.5867899694806908,-0.04068932725444219,1.225497321323343,1.1432799982486859,1.3309910964465124,0.9258597408467134,1.1190290520419572,0.5885334888490483,0.6316642013541259,1.1703429201498463
