scenario,civil_use,service_load_kN,head_stiffness_kN_per_m,allowable_settlement_mm,thermal_amplitude_C,serviceability_basis,head_restraint_ratio,initial_mechanical_settlement_mm,peak_abs_thermal_force_kN,peak_abs_pore_pressure_kPa,max_TM_settlement_mm,max_THM_settlement_mm,final_THM_settlement_mm,max_TM_serviceability_ratio,max_THM_serviceability_ratio,max_error_if_pore_pressure_ignored_percent,case_id,decision_class,tm_thm_decision_gap,thermal_drainage_ratio,thermal_pore_pressure_ratio,service_margin_index,thermal_factor,load_factor,head_stiffness_factor,vertical_stiffness_factor,serviceability_limit_factor,cv_factor,mv_factor,lambda_factor
Bridge abutment retrofit matrix 23,bridge abutment or approach foundation,4376.195812528112,926520.9988806157,12.096566823254896,8.911646674906692,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5513354447493422,9.898612901249761,740.9087644135792,94.4504362896182,10.698280437451007,14.97775850117296,9.919491061888431,0.8844063438631389,1.2381825951127847,30.47645595302483,23,False Safe,0.35377625124964585,3.3415143572413877,1.5924299071303256,-0.23818259511278472,1.1139558343633365,1.0419513839352648,1.6845836343283922,1.228060901109687,0.8064377882169931,0.7556416177692818,1.2142459045173088,1.050880509426673
Bridge abutment retrofit matrix 24,bridge abutment or approach foundation,3885.8079552522277,772646.5791084532,15.028423238212088,5.6272048168412105,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5061129274030648,9.888916763709332,429.4682002148405,53.93074995293758,10.444757185225724,11.648907712909805,9.903370533851591,0.6950002019285906,0.7751250765476618,12.730294712301282,24,Safe-Safe,0.08012487461907125,7.358550500114547,1.5782321714633503,0.22487492345233817,0.7034006021051513,0.9251923702981495,1.4048119620153696,1.091516011786406,1.0018948825474725,0.3431365069337852,1.2306767833680539,0.9588275377872506
Bridge abutment retrofit matrix 25,bridge abutment or approach foundation,3948.321285984827,253336.4828631793,14.176019654031053,10.323831385917476,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2514958551871334,10.457875191174443,391.5277907850163,148.30391876364035,12.003360414463309,16.526580915624432,10.497953521209196,0.8467370042796227,1.1658125001911224,31.2848036920037,25,False Safe,0.31907549591149964,4.339651376223685,1.5865649643627586,-0.16581250019112237,1.2904789232396845,0.9400764966630542,0.4606117870239623,1.048736854020912,0.9450679769354036,0.5818410503062987,1.0518625582923025,1.42962297256015
Bridge abutment retrofit matrix 26,bridge abutment or approach foundation,3380.112417879966,651170.1712189777,17.719050233927742,9.039244240508584,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4634160447466989,10.008209758845066,631.6755198614659,87.60711813928647,10.97827188358733,12.935384868602215,10.03353828802994,0.6195745109727476,0.7300269877803071,18.406536854109753,26,Safe-Safe,0.11045247680755943,5.762014577455503,1.5816232487367716,0.26997301221969294,1.129905530063573,0.8047886709238015,1.1839457658526866,0.9381499176193511,1.1812700155951827,0.43821258706710786,1.0030529293150654,0.9675465901672228
Bridge abutment retrofit matrix 27,bridge abutment or approach foundation,3919.5989540443734,508809.27842811414,15.954690592317869,7.662336714561349,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4029242137498851,12.438596127864072,465.55978497186084,80.80622557684775,13.353594742689129,19.259209974554746,12.46232674622564,0.836969834383303,1.2071189888087202,31.484865264292655,27,False Safe,0.3701491544254172,1.6081067237844295,1.616292406145659,-0.20711898880872015,0.9577920893201686,0.9332378462010413,0.9251077789602076,0.8753218418238896,1.063646039487858,1.5701615305500363,1.2200838098387743,1.0302231629154952
Bridge abutment retrofit matrix 28,bridge abutment or approach foundation,4918.636847726083,448232.99735809746,15.009595460215637,5.7359944395429485,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3728392259552786,12.059548870371584,322.4936579636877,90.25001467686131,12.779026597054978,15.458940529119728,12.078184432150135,0.8513904742420944,1.0299371871876974,19.502156448129355,28,False Safe,0.1785467129456031,5.2374803558107,1.5831562158063806,-0.029937187187697445,0.7169993049428686,1.171104011363353,0.8149690861056318,1.1329511807974844,1.0006396973477092,0.4820996248518294,1.1616309077428681,1.5692149712834387
Bridge abutment retrofit matrix 29,bridge abutment or approach foundation,5143.178752335765,374394.1730000013,12.14388833074242,9.383626437301793,stricter screening limit for bridge approach compatibility and differential-settlement control,0.33179900760769915,11.714315291300831,469.5011409122786,130.69840912848238,12.968344266031368,19.84654942599718,11.746773488639809,1.0678906057791906,1.6342829319136083,36.13932613852337,29,Unsafe-Unsafe,0.5663923261344177,0.9851645835685889,1.6381972948345414,-0.6342829319136083,1.172953304662724,1.2245663696037536,0.6807166781818206,1.2195853782411428,0.809592555382828,2.5630106449410035,0.6672688210512232,1.3424590299997479
Bridge abutment retrofit matrix 30,bridge abutment or approach foundation,4871.456824227347,499977.72425608465,14.656424675991431,5.453283714657734,stricter screening limit for bridge approach compatibility and differential-settlement control,0.39871904985743106,12.485271104765056,327.8807635924348,40.55157570850585,13.141061848403261,14.492455465582507,12.502255286465696,0.8966076064873807,0.9888124686590503,10.874632617466002,30,Safe-Safe,0.09220486217166957,3.4784479370712065,1.591435807675406,0.011187531340949741,0.6816604643322167,1.1598706724350827,0.9090504077383357,1.08382304222278,0.9770949783994287,0.7258948129697063,1.006174524934104,0.7377821937103064
Bridge abutment retrofit matrix 31,bridge abutment or approach foundation,3068.364639815175,917889.9524777404,13.761739278389939,8.513654922844655,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5490192123122057,6.976131500268855,704.8463331067467,72.0942266974822,7.744030017083527,9.89973555775829,6.996259296427977,0.5627217505307617,0.7193665973096763,25.047756654157926,31,Safe-Safe,0.15664484677891466,4.499287626460085,1.5858679665850726,0.28063340269032366,1.0642068653555818,0.7305630094798036,1.6688908226868007,1.2217709930309124,0.9174492852259959,0.5611971325984673,1.0560213884140248,0.8431116134758481
Bridge abutment retrofit matrix 32,bridge abutment or approach foundation,4589.084790085342,298852.7996703249,17.58608461743526,9.807445370452337,stricter screening limit for bridge approach compatibility and differential-settlement control,0.28385529479981064,15.89056104277455,419.80127798847775,95.43361906380159,17.29527024560476,19.309678092252977,15.926998648179836,0.98346338152256,1.0980089378797202,13.701427549290887,32,False Safe,0.11454555635716024,7.7194456116408485,1.577650477145429,-0.0980089378797202,1.225930671306542,1.0926392357346053,0.543368726673318,0.8022031264927139,1.1724056411623507,0.3270943849772719,1.282806001627126,0.9738730696595099
Bridge abutment retrofit matrix 33,bridge abutment or approach foundation,5865.361185521775,322957.26870247035,17.530342829327406,9.592734852556383,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2998843175813569,15.206273091042886,433.7975097390211,143.0701525778147,16.54947713621539,27.69515899896243,15.241054555102963,0.9440475464363951,1.5798412654332,41.44383844573198,33,False Safe,0.6357937189968048,2.2861305436501658,1.6034297684685537,-0.5798412654331999,1.1990918565695479,1.396514567981375,0.5871950340044916,1.0714439930307285,1.1686895219551603,1.1044808100387942,1.5986255850720599,1.4686702959721614
Bridge abutment retrofit matrix 34,bridge abutment or approach foundation,2944.202586584983,969336.8893668754,13.551642637299645,7.011486235114825,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5624825226006283,9.861781051625444,594.7164857564342,55.446519781835725,10.475310251102083,16.17038783017664,9.877749191477596,0.7729919192430413,1.1932419015883093,36.089276795003045,34,False Safe,0.420249982345268,1.0321872519882194,1.6359856466884521,-0.19324190158830934,0.8764357793893531,0.7010006158535673,1.7624307079397734,0.8292965008530223,0.903442842486643,2.4462492729313254,1.3207746790904147,0.7632246191527555
Bridge abutment retrofit matrix 35,bridge abutment or approach foundation,3995.297292445308,873909.5908986783,12.44707481964436,11.12324521174709,stricter screening limit for bridge approach compatibility and differential-settlement control,0.536835172949462,12.479446059474375,900.4577350413454,130.51164469588272,13.50982465288856,19.967103115361297,12.506446739890196,1.0853814931333854,1.604160287029736,34.317964658467034,35,Unsafe-Unsafe,0.5187787938963506,3.6420304439412345,1.5903359256892702,-0.604160287029736,1.3904056514683862,0.9512612601060257,1.5889265289066878,0.8893061424104383,0.8298049879762907,0.6932911060382958,1.3984609026032673,1.1649211634840992
